stud_id,marital_status,application_mode,application_order,course,daytime_evening_attendance,previous_qualification,previous_qualification_(grade),nationality,mothers_qualification,fathers_qualification,mothers_occupation,fathers_occupation,admission_grade,displaced,educational_special_needs,debtor,tuition_fees_up_to_date,gender,scholarship_holder,age_at_enrollment,international,curricular_units_1st_sem_(credited),curricular_units_1st_sem_(enrolled),curricular_units_1st_sem_(evaluations),curricular_units_1st_sem_(approved),curricular_units_1st_sem_(grade),curricular_units_1st_sem_(without_evaluations),curricular_units_2nd_sem_(credited),curricular_units_2nd_sem_(enrolled),curricular_units_2nd_sem_(evaluations),curricular_units_2nd_sem_(approved),curricular_units_2nd_sem_(grade),curricular_units_2nd_sem_(without_evaluations),unemployment_rate,inflation_rate,gdp,status
2069,Single,1st phase - general contingent,2,Communication Design,Daytime,Secondary education,152,Mexican,Higher Education - Bachelor's Degree,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",168.5,Yes,No,No,Yes,Male,No,21,Yes,0,6,7,5,14.6,0,0,6,6,5,14.2,0,16.2,0.3,-0.92,Graduate
2070,Married,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,113.4,No,No,No,Yes,Female,No,33,No,0,5,14,1,10,0,0,5,13,2,12,0,12.4,0.5,1.79,Dropout
2071,Single,Over 23 years old,1,Management (evening attendance),Evening,Other - 11th year of schooling,133.1,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,121.5,No,No,No,Yes,Male,No,38,No,0,5,11,2,10.5,0,0,5,9,3,11.33333333,1,7.6,2.6,0.32,Enrolled
2072,Married,International student (bachelor),1,Journalism and Communication,Daytime,Secondary education,133.1,Brazilian,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",100,No,No,No,Yes,Female,No,59,Yes,0,6,8,6,12.16666667,0,0,6,7,4,11.75,0,11.1,0.6,2.02,Graduate
2073,Single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,131,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Other Situation,Other Situation,137,No,No,No,Yes,Female,No,18,No,0,5,5,5,14,0,0,5,6,5,15.4,0,7.6,2.6,0.32,Graduate
2074,Single,Change of course,1,Nursing,Daytime,Secondary education,136,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled workers in printing, precision instrument manufacturing, jewelers, artisans and the like",Vehicle drivers and mobile equipment operators,118.4,Yes,No,No,Yes,Female,No,21,No,0,7,12,4,13.125,0,0,7,8,6,12.33333333,0,13.9,-0.3,0.79,Enrolled
2075,Single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,134,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Unskilled Workers,Unskilled Workers,136.8,Yes,No,No,Yes,Male,No,20,No,0,5,8,5,12.8,0,0,5,9,4,13.66666667,1,10.8,1.4,1.74,Graduate
2076,Married,Over 23 years old,2,Management (evening attendance),Evening,Secondary education,100,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,Unskilled Workers,100,Yes,No,No,Yes,Male,No,51,No,0,4,4,0,0,0,0,5,0,0,0,0,12.7,3.7,-1.7,Dropout
2077,Single,1st phase - general contingent,5,Communication Design,Daytime,Secondary education,117,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",131,Yes,No,Yes,No,Male,No,21,No,0,6,6,1,14,0,0,6,7,0,0,7,9.4,-0.8,-3.12,Dropout
2078,Single,Short cycle diploma holders,1,Agronomy,Daytime,Professional higher technical course,140,Portuguese,Higher Education - Degree,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Office workers, secretaries in general and data processing operators",personal service workers,135.3,No,No,No,Yes,Male,No,21,No,7,12,18,11,12.09090909,0,5,12,14,11,12,0,8.9,1.4,3.51,Graduate
2079,Single,1st phase - general contingent,1,Equinculture,Daytime,Secondary education,132,Portuguese,Higher Education - Degree,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Unskilled Workers,121.9,Yes,No,No,Yes,Female,No,18,No,0,6,8,6,14.5,0,0,6,9,6,12.85714286,0,13.9,-0.3,0.79,Graduate
2080,Single,1st phase - general contingent,2,Journalism and Communication,Daytime,Secondary education,132,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,124.3,Yes,No,No,Yes,Female,No,19,No,0,6,6,5,12.2,0,0,6,7,5,10.8,0,10.8,1.4,1.74,Enrolled
2081,Single,Short cycle diploma holders,1,Veterinary Nursing,Daytime,Professional higher technical course,140,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Unskilled Workers,138.2,No,No,Yes,No,Female,No,21,No,7,10,15,8,13.75,0,4,9,17,5,13.2,0,8.9,1.4,3.51,Dropout
2082,Single,1st phase - general contingent,1,Basic Education,Daytime,Secondary education,128,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,120,Yes,No,No,Yes,Female,No,18,No,0,6,11,3,12,0,0,6,13,2,12,0,12.7,3.7,-1.7,Dropout
2083,Married,1st phase - general contingent,4,Nursing,Daytime,Secondary education,143,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",128.7,Yes,No,No,Yes,Female,No,18,No,0,7,10,7,14.455,0,0,8,8,8,13.91,0,15.5,2.8,-4.06,Graduate
2084,Single,1st phase - general contingent,2,Oral Hygiene,Daytime,Secondary education,125,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Intermediate Level Technicians and Professions,116.3,Yes,No,No,Yes,Female,No,18,No,0,7,8,7,13.42857143,0,0,8,8,8,15.3125,0,16.2,0.3,-0.92,Graduate
2085,Single,2nd phase - general contingent,5,Communication Design,Daytime,Secondary education,122,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",119.6,No,No,Yes,No,Female,No,21,No,0,6,6,4,13,0,0,6,8,4,11.6,0,10.8,1.4,1.74,Dropout
2086,Single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,148,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Higher Education - Degree,Administrative staff,Specialists in Intellectual and Scientific Activities,136.5,No,No,No,Yes,Female,No,19,No,0,6,13,6,15.30769231,0,0,6,9,6,14,0,15.5,2.8,-4.06,Graduate
2087,Single,2nd phase - general contingent,1,Social Service,Daytime,Secondary education,137,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,sellers,"Skilled construction workers and the like, except electricians",131.1,Yes,No,No,Yes,Female,Yes,18,No,0,6,8,6,12.83333333,0,0,6,6,6,12.16666667,0,8.9,1.4,3.51,Graduate
2088,Single,2nd phase - general contingent,1,Tourism,Daytime,Secondary education,127,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Administrative staff,116.9,No,No,No,Yes,Male,No,21,No,0,6,7,5,11,0,0,6,7,5,12.4,0,15.5,2.8,-4.06,Graduate
2089,Married,Holders of other higher courses,1,Social Service (evening attendance),Evening,Higher education - degree,130,Portuguese,Can't read or write,Can't read or write,Other Situation,Other Situation,140,No,No,No,No,Female,No,59,No,10,15,22,12,13.33333333,0,8,8,8,8,12.875,0,10.8,1.4,1.74,Dropout
2090,Single,Change of course,1,Equinculture,Daytime,Secondary education,140,Portuguese,Higher Education - Bachelor's Degree,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,Intermediate Level Technicians and Professions,140,Yes,No,No,Yes,Female,No,22,No,0,5,11,4,12.25,0,0,5,9,5,13.28571429,0,12.7,3.7,-1.7,Graduate
2091,Single,Over 23 years old,1,Advertising and Marketing Management,Daytime,Secondary education,150,Portuguese,Unknown,Unknown,Student,Student,108,No,No,No,Yes,Female,No,25,No,0,5,6,1,11,0,0,5,5,0,0,0,7.6,2.6,0.32,Dropout
2092,Divorced,Holders of other higher courses,1,Nursing,Daytime,Higher education - degree (1st cycle),130,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",130,No,No,No,No,Female,No,42,No,2,7,10,5,12.62,0,3,7,11,3,14.16666667,0,12.4,0.5,1.79,Dropout
2093,Single,2nd phase - general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,145,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",150.3,Yes,No,No,Yes,Female,No,19,No,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,Dropout
2094,Single,1st phase - general contingent,5,Nursing,Daytime,Secondary education,143,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Administrative staff,Administrative staff,123.3,Yes,No,No,Yes,Male,No,18,No,0,7,0,0,0,0,0,8,0,0,0,0,7.6,2.6,0.32,Dropout
2095,Single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,131,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",130.7,No,No,Yes,Yes,Female,No,21,No,0,5,9,2,11.5,0,0,5,13,4,11,1,10.8,1.4,1.74,Enrolled
2096,Single,1st phase - general contingent,1,Nursing,Daytime,Secondary education,133.1,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers",Armed Forces Professions,101,No,No,No,Yes,Male,No,20,No,0,7,14,5,12.87857143,0,0,8,15,7,11.85625,0,15.5,2.8,-4.06,Graduate
2097,Single,Technological specialization diploma holders,1,Management (evening attendance),Evening,Technological specialization course,150,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",150,No,No,No,Yes,Female,No,31,No,2,6,8,6,12,0,2,7,8,7,13.42857143,0,9.4,-0.8,-3.12,Enrolled
2098,Single,Change of course,1,Social Service (evening attendance),Evening,Secondary education,161,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative staff,Armed Forces Professions,100,No,No,No,Yes,Male,No,44,No,9,13,18,13,11.84615385,0,9,11,11,11,12,0,12.7,3.7,-1.7,Graduate
2099,Single,1st phase - special contingent (Azores Island),1,Equinculture,Daytime,Secondary education,157,Portuguese,Higher Education - Doctorate,Higher Education - Master (2nd cycle),Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,149.7,Yes,No,No,Yes,Female,No,18,No,0,6,6,6,15,0,0,6,6,6,14.83333333,0,8.9,1.4,3.51,Graduate
2100,Single,1st phase - general contingent,1,Nursing,Daytime,Secondary education,157,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,"Personal Services, Security and Safety Workers and Sellers",Intermediate Level Technicians and Professions,149.3,No,No,No,Yes,Female,No,18,No,0,8,8,8,14.035,0,0,8,8,8,14.035,0,9.4,-0.8,-3.12,Graduate
2101,Single,1st phase - general contingent,2,Basic Education,Daytime,Secondary education,134,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,Installation and Machine Operators and Assembly Workers,122.5,Yes,No,No,Yes,Female,Yes,19,No,0,6,7,6,14,0,0,6,6,6,15,0,15.5,2.8,-4.06,Graduate
2102,Single,1st phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,150,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Administrative staff,Unskilled Workers,132.1,Yes,No,Yes,Yes,Female,No,29,No,4,5,11,4,12.5,2,1,5,11,2,12.5,0,12.7,3.7,-1.7,Dropout
2103,Single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,160,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",160,No,No,No,Yes,Female,Yes,20,No,0,6,8,6,12.625,0,0,6,10,6,13.2,0,16.2,0.3,-0.92,Graduate
2104,Single,1st phase - general contingent,3,Veterinary Nursing,Daytime,Secondary education,138,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Administrative staff,Installation and Machine Operators and Assembly Workers,128.7,Yes,No,No,Yes,Female,No,18,No,0,6,7,6,14.66666667,0,0,6,12,6,13.83333333,0,8.9,1.4,3.51,Graduate
2105,Single,2nd phase - general contingent,3,Informatics,Daytime,Secondary education,130,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Intermediate Level Technicians and Professions,Intermediate Level Technicians and Professions,129.3,No,No,No,Yes,Male,Yes,18,No,0,5,5,5,13,0,0,5,5,5,14.2,0,8.9,1.4,3.51,Graduate
2106,Single,1st phase - general contingent,2,Tourism,Daytime,Secondary education,112,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",106.1,Yes,No,No,No,Female,No,20,No,0,6,0,0,0,0,0,6,0,0,0,0,11.1,0.6,2.02,Dropout
2107,Single,2nd phase - general contingent,3,Social Service,Daytime,Secondary education,133.1,Portuguese,Specialized higher studies course,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,Intermediate Level Technicians and Professions,117,Yes,No,No,Yes,Female,No,21,No,0,6,8,6,12.66666667,0,0,6,7,6,12.42857143,0,11.1,0.6,2.02,Graduate
2108,Single,Change of course,1,Management,Daytime,Secondary education,129,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,"Personal Services, Security and Safety Workers and Sellers",112,No,No,No,Yes,Male,No,22,No,5,9,9,5,11.2,0,5,9,14,7,11.25,2,12.7,3.7,-1.7,Dropout
2109,Single,2nd phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,128,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Installation and Machine Operators and Assembly Workers,Installation and Machine Operators and Assembly Workers,117.2,No,No,No,Yes,Male,No,20,No,0,5,7,5,14.6,1,0,5,5,5,14.2,0,12.7,3.7,-1.7,Graduate
2110,Single,1st phase - general contingent,1,Journalism and Communication,Daytime,Secondary education,164,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Secondary Education - 12th Year of Schooling or Eq.,Unskilled Workers,Unskilled Workers,161.2,No,No,No,Yes,Male,Yes,18,No,0,6,7,6,15.57142857,0,0,6,7,6,16.14285714,0,13.9,-0.3,0.79,Graduate
2111,Single,Over 23 years old,1,Agronomy,Daytime,Secondary education,135,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",138.1,No,No,Yes,No,Female,No,28,No,0,6,6,0,0,0,0,6,7,0,0,0,8.9,1.4,3.51,Dropout
2112,Single,2nd phase - general contingent,3,Tourism,Daytime,Secondary education,127,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",123.5,Yes,No,No,Yes,Female,Yes,20,No,0,6,11,4,11.5,0,0,6,12,3,11,0,7.6,2.6,0.32,Enrolled
2113,Single,2nd phase - general contingent,1,Veterinary Nursing,Daytime,Secondary education,134,Portuguese,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",120.4,Yes,No,No,Yes,Male,No,18,No,0,6,10,6,14.7,0,0,6,10,6,12,0,16.2,0.3,-0.92,Graduate
2114,Single,1st phase - general contingent,2,Management (evening attendance),Evening,Secondary education,123,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Higher Education - Degree,Administrative staff,Specialists in Intellectual and Scientific Activities,113.2,No,No,No,No,Male,No,22,No,0,5,7,3,11.66666667,0,0,5,8,2,10.5,2,7.6,2.6,0.32,Dropout
2115,Single,Technological specialization diploma holders,1,Informatics,Daytime,Technological specialization course,130,Portuguese,Higher Education - Degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.,Intermediate Level Technicians and Professions,Administrative staff,130,No,No,No,Yes,Male,No,20,No,0,5,12,1,13,0,0,5,8,3,12.6,0,12.4,0.5,1.79,Enrolled
2116,Single,1st phase - general contingent,4,Nursing,Daytime,Secondary education,160,Portuguese,Basic education 1st cycle (4th/5th year) or equiv.,Basic education 1st cycle (4th/5th year) or equiv.,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",133,Yes,No,No,Yes,Male,Yes,18,No,0,8,8,7,14.31428571,0,0,8,8,7,14.31428571,0,12.7,3.7,-1.7,Graduate
2117,Single,1st phase - general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,128,Portuguese,Secondary Education - 12th Year of Schooling or Eq.,Secondary Education - 12th Year of Schooling or Eq.,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,130.8,Yes,No,No,Yes,Female,No,20,No,0,5,5,4,15,0,0,5,5,4,13.75,0,7.6,2.6,0.32,Dropout
